Continent,ISO_code,Country,WHO_Region,pop_year,age,gender,population,Vaccine,vac_year,Percent_covrage,vac_population,deaths_averted_1000FVP,mid,low,high,vac_deaths_averted,suspension_period,covid_deaths,benefit_risk_ratio
Africa,CPV,Cabo Verde,AFR,2020,0,both,10022,HepB3,2018,98,9821.56,18 (6.6-46),18,6.6,46,176.78808,1,0.982156,180
Africa,CPV,Cabo Verde,AFR,2020,0,both,10022,Hib3,2018,98,9821.56,0.81 (0.27-1.4),0.81,0.27,1.4,7.9554636,1,0.982156,8.1
Africa,CPV,Cabo Verde,AFR,2020,0,both,10022,MCV1,2018,99,9921.78,10 (6.4-16),10,6.4,16,99.2178,1,0.992178,100
Africa,CPV,Cabo Verde,AFR,2020,1,both,10259,MCV2,2018,88,9027.92,,,,,,1,0.902792,
Africa,CPV,Cabo Verde,AFR,2020,0,both,10022,RCV1,2018,99,9921.78,0.12 (0-0.69),0.12,0,0.69,1.1906136,1,0.992178,1.2
Africa,DJI,Djibouti,EMR,2020,0,both,18870,HepB3,2018,84,15850.8,10 (2.1-24),10,2.1,24,158.508,1,1.58508,100
Africa,DJI,Djibouti,EMR,2020,0,both,18870,Hib3,2018,84,15850.8,2.4 (1-3.7),2.4,1,3.7,38.04192,1,1.58508,24
Africa,DJI,Djibouti,EMR,2020,0,both,18870,MCV1,2018,86,16228.2,9 (5.9-13),9,5.9,13,146.0538,1,1.62282,90
Africa,DJI,Djibouti,EMR,2020,1,both,19591,MCV2,2018,81,15868.71,,,,,,1,1.586871,
Africa,DJI,Djibouti,EMR,2020,0,both,18870,PCV3,2018,84,15850.8,2.3 (1.1-3.7),2.3,1.1,3.7,36.45684,1,1.58508,23
Africa,DJI,Djibouti,EMR,2020,0,both,18870,RotaC,2018,87,16416.9,1.2 (0.39-2.4),1.2,0.39,2.4,19.70028,1,1.64169,12
Africa,DZA,Algeria,AFR,2020,0,both,1010613,HepB3,2018,95,960082.35,,,,,,1,96.008235,
Africa,DZA,Algeria,AFR,2020,0,both,1010613,Hib3,2018,95,960082.35,,,,,,1,96.008235,
Africa,DZA,Algeria,AFR,2020,0,both,1010613,MCV1,2018,80,808490.4,,,,,,1,80.84904,
Africa,DZA,Algeria,AFR,2020,1,both,1015481,MCV2,2018,77,781920.37,,,,,,1,78.192037,
Africa,DZA,Algeria,AFR,2020,0,both,1010613,PCV3,2018,95,960082.35,,,,,,1,96.008235,
Africa,DZA,Algeria,AFR,2020,0,both,1010613,RCV1,2018,80,808490.4,,,,,,1,80.84904,
Africa,EGY,Egypt,EMR,2020,0,both,2326674,HepB3,2018,95,2210340.3,6.1 (4.8-7.5),6.1,4.8,7.5,13483.07583,1,221.03403,61
Africa,EGY,Egypt,EMR,2020,0,both,2326674,Hib3,2018,95,2210340.3,0.91 (0.28-1.5),0.91,0.28,1.5,2011.409673,1,221.03403,9.1
Africa,EGY,Egypt,EMR,2020,0,both,2326674,MCV1,2018,94,2187073.56,2 (-0.12-3.2),2,0.12,3.2,4374.14712,1,218.707356,20
Africa,EGY,Egypt,EMR,2020,1,both,2486022,MCV2,2018,94,2336860.68,,,,,,1,233.686068,
Africa,ERI,Eritrea,AFR,2020,0,both,106922,HepB3,2018,95,101575.9,16 (3.4-37),16,3.4,37,1625.2144,1,10.15759,160
Africa,ERI,Eritrea,AFR,2020,0,both,106922,Hib3,2018,95,101575.9,1.8 (0.66-2.8),1.8,0.66,2.8,182.83662,1,10.15759,18
Africa,ERI,Eritrea,AFR,2020,0,both,106922,MCV1,2018,93,99437.46,19 (6.5-26),19,6.5,26,1889.31174,1,9.943746,190
Africa,ERI,Eritrea,AFR,2020,1,both,101411,MCV2,2018,85,86199.35,,,,,,1,8.619935,
Africa,ERI,Eritrea,AFR,2020,0,both,106922,PCV3,2018,95,101575.9,1.7 (0.73-3),1.7,0.73,3,172.67903,1,10.15759,17
