Continent,ISO_code,Country,WHO_Region,pop_year,age,gender,population,Vaccine,vac_year,Percent_covrage,vac_population,deaths_averted_1000FVP,mid,low,high,vac_deaths_averted,hh_size,under_20_in_hh_at_least_one_under_20,percent_hh_at_least_one_under_20,percent_hh_under_20_and_over_60,suspension_period,child_covid_deaths,child_covid_deaths_low,child_covid_deaths_high,sibling_covid_deaths,sibling_covid_deaths_low,sibling_covid_deaths_high,parent_covid_deaths,parent_covid_deaths_low,parent_covid_deaths_high,grandparent_covid_deaths,grandparent_covid_deaths_low,grandparent_covid_deaths_high,covid_deaths,covid_deaths_low,covid_deaths_high,benefit_risk_ratio,child_benefit_risk_ratio,sibling_benefit_risk_ratio,parent_benefit_risk_ratio,grandparent_benefit_risk_ratio
Africa,BDI,Burundi,AFR,2020,0,both,422833,MCV1,2018,88,372093.04,15 (2.8-21),14.3814432989691,2.68453608247423,20.1340206185567,5351.23495670103,4.83019337510145,3.21892838096935,86.97775835395,13.4901340739825,0.5,0.023635988165497,0.00970500154985881,0.104112287701846,0.0262232824763384,0.0107673516881666,0.115508854994636,0.915894541413007,0.376068810057029,4.03435114844653,8.7065366649473,3.57492782766586,38.3507321039735,9.67229047700214,3.97146899096092,42.6047043951165,276.627080701551,113200.999239638,102032.134259498,2921.31610941002,307.311343340758
Africa,BDI,Burundi,AFR,2020,1,both,418226,MCV2,2018,77,322034.02,,0.618556701030928,0.115463917525773,0.865979381443299,199.196301030928,4.83019337510145,3.21892838096935,86.97775835395,13.4901340739825,0.5,0.020456153347043,0.00839935265439865,0.0901056857715532,0.0226953696136075,0.0093187809933077,0.0999690317226028,0.792675942197917,0.325474915357948,3.49159532364769,7.5352148551082,3.09397988081987,33.1912696603668,8.37104232026677,3.43717292982553,36.8729397015087,11.8979389549054,4868.86018235003,4388.47889288165,125.648004705807,13.2176921866993
Africa,BDI,Burundi,AFR,2020,0,both,422833,PCV3,2018,90,380549.7,4.5 (2-8.3),4.5,2,8.3,1712.47365,4.83019337510145,3.21892838096935,86.97775835395,13.4901340739825,0.5,0.071089483301279,0.029528289497464,0.291651939709092,0.0788712360428273,0.032760579803701,0.323577383192633,2.75471747792456,1.14422121802673,11.3015126637273,26.1864741393913,10.8770208109233,107.432711875654,29.09115233666,12.0835308982512,119.349453862283,29.4328947540862,12044.493576796,10856.1354932369,310.825640691509,32.6976751601697
Africa,BDI,Burundi,AFR,2020,0,both,422833,RCV1,2018,88,372093.04,0.16 (0-0.62),0.16,0,0.62,59.5348864,4.83019337510145,3.21892838096935,86.97775835395,13.4901340739825,0.5,0.023635988165497,0.00970500154985881,0.104112287701846,0.0262232824763384,0.0107673516881666,0.115508854994636,0.915894541413007,0.376068810057029,4.03435114844653,8.7065366649473,3.57492782766586,38.3507321039735,9.67229047700214,3.97146899096092,42.6047043951165,3.07760020966887,1259.41183383454,1135.15320695872,32.5009505505688,3.41897637895954
Africa,BDI,Burundi,AFR,2020,0,both,422833,RotaC,2018,92,389006.36,1.5 (1.1-1.9),1.5,1.1,1.9,583.50954,4.83019337510145,3.21892838096935,86.97775835395,13.4901340739825,0.5,0.0489301888094676,0.0202061173130617,0.207970130994056,0.0542862923177582,0.0224179635875744,0.230735413028312,1.89604481636687,0.782987045881142,8.05884257601968,18.0238913604764,7.44311175020845,76.6077372367635,20.0231526579705,8.26872287699023,85.1052853568056,14.5708707806242,5962.67410976244,5374.37274758513,153.875460897095,16.187113213508
Africa,BEN,Benin,AFR,2020,0,both,400675,HepB3,2018,82,328553.5,18 (5.2-49),18,5.2,49,5913.963,5.18649416042462,3.52918881923312,83.8873993736757,18.8714775443137,0.5,0.0613762106548153,0.0254937078216197,0.251802236536282,0.0776160128775278,0.0322392003916182,0.318427700652729,2.37832816287409,0.987881178087763,9.75733666578093,32.7923740718662,13.6208996033844,134.534097894531,35.3096944582727,14.6665136896855,144.861664497501,83.7441825925292,48177.9743071839,38097.5702097181,1243.30256276604,90.1728399877246
Africa,BEN,Benin,AFR,2020,0,both,400675,Hib3,2018,82,328553.5,5.1 (1.9-8.2),5.1,1.9,8.2,1675.62285,5.18649416042462,3.52918881923312,83.8873993736757,18.8714775443137,0.5,0.0613762106548153,0.0254937078216197,0.251802236536282,0.0776160128775278,0.0322392003916182,0.318427700652729,2.37832816287409,0.987881178087763,9.75733666578093,32.7923740718662,13.6208996033844,134.534097894531,35.3096944582727,14.6665136896855,144.861664497501,23.7275184012166,13650.4260537021,10794.3115594201,352.269059450377,25.5489713298553
Africa,BEN,Benin,AFR,2020,0,both,400675,MCV1,2018,74,296499.5,14 (1.9-31),13.4226804123711,1.82164948453608,29.7216494845361,3979.81803092784,5.18649416042462,3.52918881923312,83.8873993736757,18.8714775443137,0.5,0.0188341568363541,0.00773335643964843,0.0829610821192824,0.0238175694450949,0.00977955932115163,0.104912120663785,0.72982357740872,0.299667562036377,3.21474193212219,10.062802993483,4.13181450100049,44.3248419744024,10.8352782971732,4.44899497879767,47.7274571093077,183.650937326,105654.265956996,83547.9464036467,2726.56170211601,197.748978763934
Africa,BEN,Benin,AFR,2020,0,both,400675,PCV3,2018,75,300506.25,4.8 (2.1-9.1),4.8,2.1,9.1,1442.43,5.18649416042462,3.52918881923312,83.8873993736757,18.8714775443137,0.5,0.0561367780379409,0.0233174156905058,0.230306923661234,0.0709902556806657,0.0294870735289191,0.291244848157984,2.17530014897021,0.9035498580071,8.9243932918728,29.9930250657313,12.4581398811443,123.049479781584,32.2954522484201,13.4144942283708,132.495424845276,22.3317820246744,12847.459815249,10159.3520559248,331.547350070943,24.0460906633932
Africa,BEN,Benin,AFR,2020,0,both,400675,YFV,2018,78,312526.5,32 (12-64),32,12,64,10000.848,5.18649416042462,3.52918881923312,83.8873993736757,18.8714775443137,0.5,0.0198522193680489,0.00815137570665646,0.087445464936541,0.0251050056313162,0.010308184149322,0.110583046105071,0.769273500511894,0.315865808632938,3.38851176629096,10.606738290428,4.3551558253789,46.7207793784241,11.4209690159393,4.68948119386781,50.3073196557567,437.828348279496,251882.366766908,199180.357632042,6500.19011011375,471.438425563172
Africa,BFA,Burkina Faso,AFR,2020,0,both,730807,HepB3,2018,91,665034.37,8.1 (2-15),8.1,2,15,5386.778397,5.9244534660988,3.86860549782602,88.2993091771624,20.0129279322033,0.5,0.124233312339733,0.0516025302427608,0.509679981310494,0.178188181395447,0.0740136509780586,0.731035398259573,4.81404085316465,1.99959804690698,19.7500992757816,66.8736463601113,27.7771661541514,274.356033700352,71.9901087070112,29.9023803822792,295.346848355704,37.4133231200093,21680.0884382328,15115.4199869331,559.486153244716,40.2757939053634
Africa,BFA,Burkina Faso,AFR,2020,0,both,730807,Hib3,2018,91,665034.37,2.8 (1.4-3.9),2.8,1.4,3.9,1862.096236,5.9244534660988,3.86860549782602,88.2993091771624,20.0129279322033,0.5,0.124233312339733,0.0516025302427608,0.509679981310494,0.178188181395447,0.0740136509780586,0.731035398259573,4.81404085316465,1.99959804690698,19.7500992757816,66.8736463601113,27.7771661541514,274.356033700352,71.9901087070112,29.9023803822792,295.346848355704,12.9330005846946,7494.35155889528,5225.08345227316,193.402620874717,13.9224966586441
Africa,BFA,Burkina Faso,AFR,2020,0,both,730807,MCV1,2018,88,643110.16,16 (-1.6-22),15.340206185567,1.5340206185567,21.0927835051546,9865.44245443299,5.9244534660988,3.86860549782602,88.2993091771624,20.0129279322033,0.5,0.0408514605133997,0.0167737217001693,0.179943355032656,0.0585933621114805,0.0240585951440546,0.258093248771968,1.58299409489424,0.649981715881559,6.97280500751541,21.9899644645748,9.02913970491706,96.8618485869444,23.6724033820939,9.71995373764285,104.272690198264,208.374331393308,120747.732522281,84185.6662505804,3116.07051670402,224.316925803267
Africa,BFA,Burkina Faso,AFR,2020,1,both,711535,MCV2,2018,50,355767.5,,0.65979381443299,0.065979381443299,0.907216494845361,234.733195876289,5.9244534660988,3.86860549782602,88.2993091771624,20.0129279322033,0.5,0.0225989618609056,0.00927919570570144,0.0995443728669755,0.0324137531196772,0.0133091759083894,0.142776767641925,0.875709772110094,0.359568833595931,3.8573444485953,12.1648127634162,4.99490547617702,53.5838179218872,13.0955352505068,5.37706268138704,57.6834835109914,8.96233683412077,5193.45086117336,3620.8888709927,134.024538352861,9.64803981949535
Africa,BFA,Burkina Faso,AFR,2020,0,both,730807,MenA,2018,87,635802.09,1.1 (0.33-2),1.1,0.33,2,699.382299,5.9244534660988,3.86860549782602,88.2993091771624,20.0129279322033,0.5,0.040387239371202,0.0165831112263037,0.177898544180012,0.0579275284511227,0.0237852020174176,0.255160370945013,1.56500552563408,0.642595560019268,6.89356858697546,21.7400785047501,8.92653584463391,95.7611457620928,23.4033987982065,9.6094997178969,103.087773264193,14.9418959406357,8658.45635761246,6036.70066460815,223.44403503516,16.0850913865649
